conta,sum
10519533.0,80.0
10519536.0,110.0
10519547.0,80.0
10519563.0,80.0
10519598.0,84.0
10519761.0,80.0
10519784.0,80.0
10519790.0,80.0
10519794.0,80.0
10519795.0,80.0
10519797.0,80.0
10519800.0,80.0
10519801.0,80.0
10519847.0,80.0
10520131.0,150.0
10520240.0,80.0
10520621.0,80.0
10520649.0,80.0
10520660.0,80.0
10520679.0,80.0
10520689.0,80.0
10520692.0,80.0
10520702.0,80.0
10521052.0,80.0
10521267.0,80.0
10521289.0,80.0
10522031.0,80.0
10522042.0,80.0
10524223.0,80.0
10524225.0,80.0
10524226.0,80.0
10524227.0,80.0
10524836.0,80.0
10525455.0,80.0
10525638.0,80.0
10525639.0,80.0
10525640.0,80.0
10525642.0,80.0
10525650.0,80.0
10526247.0,80.0
10526250.0,130.0
10526358.0,130.0
10526561.0,80.0
10526749.0,80.0
10526777.0,80.0
10526782.0,80.0
10526936.0,199.55000000000004
10526994.0,199.55000000000004
10527048.0,199.55
10527097.0,230.0
10527134.0,160.93000000000004
10527337.0,80.0
10527349.0,80.0
10527355.0,80.0
10527362.0,80.0
10527493.0,80.0
10527511.0,80.0
10528347.0,80.0
10528359.0,80.0
10528360.0,80.0
10528364.0,80.0
10528366.0,80.0
10528374.0,80.0
10528432.0,80.0
10528434.0,80.0
10528435.0,80.0
10528652.0,80.0
10528804.0,80.0
10529330.0,100.0
10529453.0,80.0
10529456.0,80.0
10529457.0,80.0
10529503.0,80.0
10529505.0,80.0
10529506.0,80.0
10529550.0,80.0
10529551.0,80.0
10529555.0,80.0
10529559.0,80.0
10529574.0,80.0
10529959.0,80.0
10530273.0,80.0
10531391.0,80.0
10531399.0,80.0
10531405.0,80.0
10531633.0,130.0
10531649.0,130.0
10532235.0,130.0
10532556.0,130.0
10533118.0,80.0
10533123.0,80.0
10533126.0,80.0
10533512.0,80.0
10533692.0,80.0
10533880.0,80.0
10533886.0,80.0
10533912.0,80.0
10533931.0,80.0
10533985.0,80.0
10534250.0,80.0
10534254.0,80.0
10534497.0,80.0
10534682.0,110.0
10535730.0,80.0
10536396.0,80.0
10536408.0,80.0
10536412.0,80.0
10536414.0,80.0
10536435.0,80.0
10536439.0,80.0
10536444.0,80.0
10536456.0,80.0
10536462.0,80.0
10536465.0,80.0
10536471.0,80.0
10536497.0,80.0
10536606.0,80.0
10536608.0,80.0
10536687.0,80.0
10537805.0,80.0
10537808.0,80.0
10537841.0,80.0
10537894.0,80.0
10537900.0,80.0
10537912.0,80.0
10537977.0,80.0
10539304.0,80.0
10539305.0,80.0
10539332.0,80.0
10539335.0,80.0
10539368.0,80.0
10542282.0,80.0
10542284.0,80.0
10542362.0,80.0
10543995.0,80.0
10543996.0,80.0
10543997.0,80.0
10544567.0,80.0
10544570.0,80.0
10544571.0,80.0
10544573.0,80.0
10544577.0,80.0
10544584.0,80.0
10544586.0,80.0
10544619.0,80.0
10544623.0,80.0
10544624.0,80.0
10544625.0,80.0
10544747.0,80.0
10544928.0,150.0
10544953.0,80.0
10544955.0,80.0
10544957.0,80.0
10544976.0,80.0
10544978.0,80.0
10544980.0,80.0
10545367.0,80.0
10545374.0,80.0
10545815.0,80.0
10545967.0,80.0
10545968.0,80.0
10545970.0,80.0
10545971.0,80.0
10545973.0,80.0
10545974.0,80.0
10545975.0,80.0
10546036.0,80.0
10546217.0,90.0
10546218.0,80.0
10546532.0,80.0
10546534.0,80.0
10546535.0,80.0
10546545.0,80.0
10546549.0,80.0
10546569.0,80.0
10546571.0,80.0
10546572.0,80.0
10546716.0,80.0
10546719.0,80.0
10546724.0,80.0
10546779.0,80.0
10546862.0,80.0
10546911.0,80.0
10547407.0,130.0
10547482.0,130.0
10547506.0,80.0
10547508.0,80.0
10547521.0,80.0
10547524.0,80.0
10547527.0,80.0
10547532.0,80.0
10547534.0,80.0
10547541.0,80.0
10547543.0,80.0
10547544.0,80.0
10547569.0,80.0
10547570.0,80.0
10547571.0,80.0
10547792.0,84.0
10548115.0,120.0
10548148.0,120.0
10548255.0,80.0
10548258.0,80.0
10548264.0,80.0
10548274.0,80.0
10548286.0,120.0
10548304.0,80.0
10548307.0,120.0
10548518.0,80.0
10548525.0,80.0
10548554.0,80.0
10548683.0,80.0
10548851.0,80.0
10548908.0,157.31
10549103.0,120.0
10549584.0,80.0
10549588.0,80.0
10549675.0,80.0
10549680.0,80.0
10549689.0,80.0
10549690.0,80.0
10549691.0,80.0
10549765.0,80.0
10549775.0,80.0
10549781.0,80.0
10549790.0,80.0
10549807.0,80.0
10549810.0,80.0
10549813.0,80.0
10550659.0,80.0
10550766.0,80.0
10550938.0,80.0
10550940.0,80.0
10550944.0,80.0
10550951.0,80.0
10551492.0,80.0
10551493.0,80.0
10551494.0,80.0
10551518.0,80.0
10551519.0,80.0
10551539.0,80.0
10551542.0,80.0
10551545.0,80.0
10551548.0,80.0
10551551.0,80.0
10551552.0,80.0
10551555.0,80.0
10551572.0,80.0
10551575.0,80.0
10551883.0,190.0
10552092.0,202.25
10552686.0,80.0
10552715.0,80.0
10552717.0,80.0
10552720.0,80.0
10552722.0,80.0
10552724.0,80.0
10552740.0,80.0
10552751.0,80.0
10552752.0,80.0
10552791.0,80.0
10552832.0,80.0
10553198.0,80.0
10553199.0,80.0
10553202.0,80.0
10553219.0,80.0
10553247.0,80.0
10553264.0,80.0
10553265.0,80.0
10553267.0,80.0
10553277.0,80.0
10553407.0,80.0
10553543.0,80.0
10553578.0,80.0
10553973.0,80.0
10554759.0,80.0
10554764.0,80.0
10554792.0,80.0
10554807.0,80.0
10554813.0,80.0
10554815.0,80.0
10554820.0,80.0
10554822.0,80.0
10554826.0,80.0
10554834.0,80.0
10554835.0,80.0
10554900.0,80.0
10554904.0,80.0
10555100.0,80.0
10555303.0,80.0
10555304.0,80.0
10555305.0,80.0
10555310.0,80.0
10555311.0,80.0
10555312.0,80.0
10555405.0,80.0
10555490.0,80.0
10555491.0,80.0
10556548.0,80.0
10556549.0,80.0
10556550.0,80.0
10556625.0,80.0
10556628.0,80.0
10556665.0,80.0
10556669.0,80.0
10557230.0,80.0
10557232.0,80.0
10557286.0,80.0
10557288.0,80.0
10557320.0,80.0
10557624.0,80.0
10557817.0,80.0
10557922.0,80.0
10557924.0,80.0
10557936.0,80.0
10557938.0,80.0
10558057.0,80.0
10558207.0,80.0
10558362.0,80.0
10558976.0,80.0
10558979.0,80.0
10558981.0,80.0
10558985.0,80.0
10558987.0,80.0
10558988.0,80.0
10558998.0,80.0
10559029.0,80.0
10559066.0,80.0
10559067.0,80.0
10559074.0,80.0
10559406.0,80.0
10560144.0,80.0
10560149.0,80.0
10560150.0,80.0
10561336.0,84.0
10561338.0,84.0
10561344.0,84.0
10561346.0,84.0
10561347.0,84.0
10562395.0,80.0
10562397.0,80.0
10562515.0,80.0
10562521.0,80.0
10562525.0,80.0
10562906.0,80.0
10563120.0,80.0
10563357.0,80.0
10563358.0,80.0
10563360.0,80.0
10563373.0,80.0
10563375.0,80.0
10564239.0,80.0
10564323.0,80.0
10564327.0,80.0
10564333.0,80.0
10564497.0,80.0
10564501.0,80.0
10564504.0,80.0
10564576.0,80.0
10564662.0,80.0
10564676.0,80.0
10564677.0,80.0
10564691.0,80.0
10565396.0,80.0
10565397.0,80.0
10565496.0,80.0
10565597.0,80.0
10565625.0,80.0
10565951.0,80.0
10565955.0,150.0
10565963.0,80.0
10566005.0,80.0
10566066.0,80.0
10566223.0,80.0
10566235.0,80.0
10566521.0,80.0
10566522.0,80.0
10566532.0,80.0
10566681.0,80.0
10566703.0,80.0
10567038.0,80.0
10567134.0,110.0
10567384.0,80.0
10567386.0,80.0
10567389.0,80.0
10567391.0,80.0
10567392.0,80.0
10567685.0,855.0
10568469.0,560.0
10569034.0,80.0
10569035.0,80.0
10569040.0,80.0
10569045.0,80.0
10569048.0,80.0
10569051.0,80.0
10569057.0,80.0
10569062.0,80.0
10569071.0,80.0
10569081.0,80.0
10569084.0,80.0
10569097.0,80.0
10569099.0,80.0
10569103.0,80.0
10569378.0,80.0
10569448.0,80.0
10569548.0,80.0
10569568.0,80.0
10569611.0,80.0
10569612.0,80.0
10570064.0,80.0
10570930.0,80.0
10570939.0,80.0
10571169.0,80.0
10571182.0,80.0
10571191.0,80.0
10571283.0,80.0
10571567.0,80.0
10571569.0,80.0
10572375.0,80.0
10572411.0,80.0
10572886.0,80.0
10572894.0,80.0
10572909.0,80.0
10572929.0,80.0
10572930.0,80.0
10572935.0,80.0
10572937.0,80.0
10572941.0,80.0
10572985.0,80.0
10573038.0,80.0
10574546.0,80.0
10574764.0,80.0
10574766.0,80.0
10574798.0,80.0
10574808.0,80.0
10574812.0,80.0
10574814.0,80.0
10574817.0,80.0
10574822.0,80.0
10574823.0,80.0
10574846.0,80.0
10574889.0,80.0
10575277.0,110.0
10575538.0,80.0
10575753.0,80.0
10575763.0,80.0
10575770.0,80.0
10575786.0,80.0
10575822.0,700.0
10575829.0,80.0
10575832.0,80.0
10576111.0,80.0
10576117.0,80.0
10576157.0,80.0
10576390.0,80.0
10576493.0,80.0
10576663.0,80.0
10576670.0,1680.0
10576690.0,980.0
10576714.0,80.0
10576717.0,80.0
10576743.0,80.0
10576744.0,80.0
10576746.0,80.0
10576910.0,80.0
10577119.0,80.0
10577176.0,80.0
10577236.0,80.0
10577249.0,80.0
10577250.0,80.0
10577251.0,80.0
10577252.0,80.0
10577274.0,80.0
10577304.0,80.0
10577661.0,80.0
10577722.0,80.0
10577725.0,80.0
10577742.0,80.0
10578549.0,80.0
10578553.0,80.0
10578557.0,80.0
10578561.0,80.0
10578563.0,80.0
10578564.0,80.0
10579333.0,80.0
10579338.0,80.0
10579342.0,80.0
10579346.0,80.0
10579503.0,80.0
10579504.0,80.0
10579505.0,80.0
10579530.0,130.0
10579701.0,130.0
10579721.0,100.0
10579801.0,160.93
10580911.0,80.0
10580914.0,80.0
10580925.0,80.0
10580930.0,80.0
10580966.0,80.0
10580968.0,80.0
10580974.0,80.0
10581009.0,80.0
10581021.0,80.0
10581036.0,80.0
10581051.0,80.0
10581109.0,80.0
10581110.0,80.0
10581930.0,80.0
10582111.0,80.0
10582137.0,80.0
10582146.0,80.0
10582275.0,80.0
10582278.0,80.0
10582475.0,80.0
10582688.0,80.0
10582962.0,80.0
10582963.0,80.0
10583345.0,80.0
10583346.0,80.0
10583355.0,80.0
10583356.0,80.0
10583387.0,80.0
10583449.0,80.0
10583451.0,80.0
10583641.0,80.0
10583674.0,80.0
10583675.0,80.0
10583696.0,130.0
10583872.0,80.0
10584164.0,80.0
10584191.0,80.0
10584328.0,80.0
10586286.0,130.0
10586315.0,80.0
10586317.0,80.0
10586336.0,130.0
10586339.0,80.0
10586435.0,80.0
10586443.0,80.0
10586444.0,80.0
10586445.0,80.0
10586473.0,80.0
10586474.0,80.0
10587236.0,230.0
10589298.0,130.0
10590000.0,80.0
10590001.0,80.0
10590003.0,80.0
10590036.0,80.0
10590078.0,80.0
10590120.0,80.0
10590122.0,80.0
10590123.0,80.0
10590224.0,80.0
10590225.0,80.0
10590231.0,80.0
10590233.0,80.0
10590359.0,80.0
10590360.0,80.0
10590573.0,80.0
10590574.0,80.0
10590575.0,80.0
10590576.0,80.0
10590577.0,80.0
10590578.0,80.0
10590579.0,80.0
10590582.0,80.0
10590803.0,80.0
10590804.0,80.0
10590805.0,80.0
10590806.0,80.0
10590807.0,80.0
10590808.0,80.0
10591819.0,80.0
10591839.0,80.0
10591840.0,80.0
10592153.0,199.55
10592184.0,199.55000000000004
10592272.0,80.0
10592283.0,80.0
10592291.0,80.0
10592292.0,80.0
10592293.0,80.0
10592295.0,80.0
10592304.0,80.0
10592308.0,80.0
10592309.0,80.0
10592349.0,130.0
10592357.0,80.0
10592358.0,80.0
10592370.0,80.0
10592405.0,80.0
10592594.0,80.0
10593336.0,80.0
10593342.0,80.0
10593401.0,80.0
10593436.0,80.0
10593520.0,80.0
10593703.0,80.0
10593926.0,80.0
10594242.0,130.0
10594517.0,80.0
10594520.0,80.0
10594521.0,80.0
10594522.0,80.0
10594525.0,80.0
10594537.0,80.0
10594556.0,80.0
10594560.0,80.0
10594562.0,80.0
10595140.0,80.0
10595144.0,80.0
10595149.0,80.0
10595153.0,80.0
10595156.0,80.0
10595172.0,80.0
10595177.0,80.0
10595180.0,80.0
10595183.0,80.0
10595190.0,80.0
10595192.0,80.0
10595194.0,80.0
10595314.0,80.0
10595356.0,150.0
10595410.0,80.0
10595856.0,80.0
10595900.0,80.0
10596019.0,80.0
10596020.0,80.0
10596022.0,80.0
10596024.0,80.0
10596025.0,80.0
10596045.0,80.0
10596047.0,80.0
10596119.0,80.0
10596591.0,80.0
10596801.0,80.0
10596802.0,80.0
10596818.0,80.0
10596821.0,80.0
10596840.0,80.0
