conta,sum,outlier
10551548.0,80.0,Normal
10551551.0,80.0,Normal
10551552.0,80.0,Normal
10551555.0,80.0,Normal
10551572.0,80.0,Normal
10551575.0,80.0,Normal
10551883.0,190.0,Normal
10552092.0,202.25,Normal
10552686.0,80.0,Normal
10552715.0,80.0,Normal
10552717.0,80.0,Normal
10552720.0,80.0,Normal
10552722.0,80.0,Normal
10552724.0,80.0,Normal
10552740.0,80.0,Normal
10552751.0,80.0,Normal
10552752.0,80.0,Normal
10552791.0,80.0,Normal
10552832.0,80.0,Normal
10553198.0,80.0,Normal
10553199.0,80.0,Normal
10553202.0,80.0,Normal
10553219.0,80.0,Normal
10553247.0,80.0,Normal
10553264.0,80.0,Normal
10553265.0,80.0,Normal
10553267.0,80.0,Normal
10553277.0,80.0,Normal
10553407.0,80.0,Normal
10553543.0,80.0,Normal
10553578.0,80.0,Normal
10553973.0,80.0,Normal
10554759.0,80.0,Normal
10554764.0,80.0,Normal
10554792.0,80.0,Normal
10554807.0,80.0,Normal
10554813.0,80.0,Normal
10554815.0,80.0,Normal
10554820.0,80.0,Normal
10554822.0,80.0,Normal
10554826.0,80.0,Normal
10554834.0,80.0,Normal
10554835.0,80.0,Normal
10554900.0,80.0,Normal
10554904.0,80.0,Normal
10555100.0,80.0,Normal
10555303.0,80.0,Normal
10555304.0,80.0,Normal
10555305.0,80.0,Normal
10555310.0,80.0,Normal
10555311.0,80.0,Normal
10555312.0,80.0,Normal
10555405.0,80.0,Normal
10555490.0,80.0,Normal
10555491.0,80.0,Normal
10556548.0,80.0,Normal
10556549.0,80.0,Normal
10556550.0,80.0,Normal
10556625.0,80.0,Normal
10556628.0,80.0,Normal
10556665.0,80.0,Normal
10556669.0,80.0,Normal
10557230.0,80.0,Normal
10557232.0,80.0,Normal
10557286.0,80.0,Normal
10557288.0,80.0,Normal
10557320.0,80.0,Normal
10557624.0,80.0,Normal
10557817.0,80.0,Normal
10557922.0,80.0,Normal
10557924.0,80.0,Normal
10557936.0,80.0,Normal
10557938.0,80.0,Normal
10558057.0,80.0,Normal
10558207.0,80.0,Normal
10558362.0,80.0,Normal
10558976.0,80.0,Normal
10558979.0,80.0,Normal
10558981.0,80.0,Normal
10558985.0,80.0,Normal
10558987.0,80.0,Normal
10558988.0,80.0,Normal
10558998.0,80.0,Normal
10559029.0,80.0,Normal
10559066.0,80.0,Normal
10559067.0,80.0,Normal
10559074.0,80.0,Normal
10559406.0,80.0,Normal
10560144.0,80.0,Normal
10560149.0,80.0,Normal
10560150.0,80.0,Normal
10561336.0,84.0,Normal
10561338.0,84.0,Normal
10561344.0,84.0,Normal
10561346.0,84.0,Normal
10561347.0,84.0,Normal
10562395.0,80.0,Normal
10562397.0,80.0,Normal
10562515.0,80.0,Normal
10562521.0,80.0,Normal
10562525.0,80.0,Normal
10562906.0,80.0,Normal
10563120.0,80.0,Normal
10563357.0,80.0,Normal
10563358.0,80.0,Normal
10563360.0,80.0,Normal
10563373.0,80.0,Normal
10563375.0,80.0,Normal
10564239.0,80.0,Normal
10564323.0,80.0,Normal
10564327.0,80.0,Normal
10564333.0,80.0,Normal
10564497.0,80.0,Normal
10564501.0,80.0,Normal
10564504.0,80.0,Normal
10564576.0,80.0,Normal
10564662.0,80.0,Normal
10564676.0,80.0,Normal
10564677.0,80.0,Normal
10564691.0,80.0,Normal
10565396.0,80.0,Normal
10565397.0,80.0,Normal
10565496.0,80.0,Normal
10565597.0,80.0,Normal
10565625.0,80.0,Normal
10565951.0,80.0,Normal
10565955.0,150.0,Normal
10565963.0,80.0,Normal
10566005.0,80.0,Normal
10566066.0,80.0,Normal
10566223.0,80.0,Normal
10566235.0,80.0,Normal
10566521.0,80.0,Normal
10566522.0,80.0,Normal
10566532.0,80.0,Normal
10566681.0,80.0,Normal
10566703.0,80.0,Normal
10567038.0,80.0,Normal
10567134.0,110.0,Normal
10567384.0,80.0,Normal
10567386.0,80.0,Normal
10567389.0,80.0,Normal
10567391.0,80.0,Normal
10567392.0,80.0,Normal
10567685.0,855.0,Outlier
10568469.0,560.0,Outlier
10569034.0,80.0,Normal
10569035.0,80.0,Normal
10569040.0,80.0,Normal
10569045.0,80.0,Normal
10569048.0,80.0,Normal
10569051.0,80.0,Normal
10569057.0,80.0,Normal
10569062.0,80.0,Normal
10569071.0,80.0,Normal
10569081.0,80.0,Normal
10569084.0,80.0,Normal
10569097.0,80.0,Normal
10569099.0,80.0,Normal
10569103.0,80.0,Normal
10569378.0,80.0,Normal
10569448.0,80.0,Normal
10569548.0,80.0,Normal
10569568.0,80.0,Normal
10569611.0,80.0,Normal
10569612.0,80.0,Normal
10570064.0,80.0,Normal
10570930.0,80.0,Normal
10570939.0,80.0,Normal
10571169.0,80.0,Normal
10571182.0,80.0,Normal
10571191.0,80.0,Normal
10571283.0,80.0,Normal
10571567.0,80.0,Normal
10571569.0,80.0,Normal
10572375.0,80.0,Normal
10572411.0,80.0,Normal
10572886.0,80.0,Normal
10572894.0,80.0,Normal
10572909.0,80.0,Normal
10572929.0,80.0,Normal
10572930.0,80.0,Normal
10572935.0,80.0,Normal
10572937.0,80.0,Normal
10572941.0,80.0,Normal
10572985.0,80.0,Normal
10573038.0,80.0,Normal
10574546.0,80.0,Normal
10574764.0,80.0,Normal
10574766.0,80.0,Normal
10574798.0,80.0,Normal
10574808.0,80.0,Normal
10574812.0,80.0,Normal
10574814.0,80.0,Normal
10574817.0,80.0,Normal
10574822.0,80.0,Normal
10574823.0,80.0,Normal
10574846.0,80.0,Normal
10574889.0,80.0,Normal
10575277.0,110.0,Normal
10575538.0,80.0,Normal
10575753.0,80.0,Normal
10575763.0,80.0,Normal
10575770.0,80.0,Normal
10575786.0,80.0,Normal
10575822.0,700.0,Outlier
10575829.0,80.0,Normal
10575832.0,80.0,Normal
10576111.0,80.0,Normal
10576117.0,80.0,Normal
10576157.0,80.0,Normal
10576390.0,80.0,Normal
10576493.0,80.0,Normal
10576663.0,80.0,Normal
10576670.0,1680.0,Outlier
10576690.0,980.0,Outlier
10576714.0,80.0,Normal
10576717.0,80.0,Normal
10576743.0,80.0,Normal
10576744.0,80.0,Normal
10576746.0,80.0,Normal
10576910.0,80.0,Normal
10577119.0,80.0,Normal
10577176.0,80.0,Normal
10577236.0,80.0,Normal
10577249.0,80.0,Normal
10577250.0,80.0,Normal
10577251.0,80.0,Normal
10577252.0,80.0,Normal
10577274.0,80.0,Normal
10577304.0,80.0,Normal
10577661.0,80.0,Normal
10577722.0,80.0,Normal
10577725.0,80.0,Normal
10577742.0,80.0,Normal
10578549.0,80.0,Normal
10578553.0,80.0,Normal
10578557.0,80.0,Normal
10578561.0,80.0,Normal
10578563.0,80.0,Normal
10578564.0,80.0,Normal
10579333.0,80.0,Normal
10579338.0,80.0,Normal
10579342.0,80.0,Normal
10579346.0,80.0,Normal
10579503.0,80.0,Normal
10579504.0,80.0,Normal
10579505.0,80.0,Normal
10579530.0,130.0,Normal
10579701.0,130.0,Normal
10579721.0,100.0,Normal
10579801.0,160.93,Normal
10580911.0,80.0,Normal
10580914.0,80.0,Normal
10580925.0,80.0,Normal
10580930.0,80.0,Normal
10580966.0,80.0,Normal
10580968.0,80.0,Normal
10580974.0,80.0,Normal
10581009.0,80.0,Normal
10581021.0,80.0,Normal
10581036.0,80.0,Normal
10581051.0,80.0,Normal
10581109.0,80.0,Normal
10581110.0,80.0,Normal
10581930.0,80.0,Normal
10582111.0,80.0,Normal
10582137.0,80.0,Normal
10582146.0,80.0,Normal
10582275.0,80.0,Normal
10582278.0,80.0,Normal
10582475.0,80.0,Normal
10582688.0,80.0,Normal
10582962.0,80.0,Normal
10582963.0,80.0,Normal
10583345.0,80.0,Normal
10583346.0,80.0,Normal
10583355.0,80.0,Normal
10583356.0,80.0,Normal
10583387.0,80.0,Normal
10583449.0,80.0,Normal
10583451.0,80.0,Normal
10583641.0,80.0,Normal
10583674.0,80.0,Normal
10583675.0,80.0,Normal
10583696.0,130.0,Normal
10583872.0,80.0,Normal
10584164.0,80.0,Normal
10584191.0,80.0,Normal
10584328.0,80.0,Normal
10586286.0,130.0,Normal
10586315.0,80.0,Normal
10586317.0,80.0,Normal
10586336.0,130.0,Normal
10586339.0,80.0,Normal
10586435.0,80.0,Normal
10586443.0,80.0,Normal
10586444.0,80.0,Normal
10586445.0,80.0,Normal
10586473.0,80.0,Normal
10586474.0,80.0,Normal
10587236.0,230.0,Normal
10589298.0,130.0,Normal
10590000.0,80.0,Normal
10590001.0,80.0,Normal
10590003.0,80.0,Normal
10590036.0,80.0,Normal
10590078.0,80.0,Normal
10590120.0,80.0,Normal
10590122.0,80.0,Normal
10590123.0,80.0,Normal
10590224.0,80.0,Normal
10590225.0,80.0,Normal
10590231.0,80.0,Normal
10590233.0,80.0,Normal
10590359.0,80.0,Normal
10590360.0,80.0,Normal
10590573.0,80.0,Normal
10590574.0,80.0,Normal
10590575.0,80.0,Normal
10590576.0,80.0,Normal
10590577.0,80.0,Normal
10590578.0,80.0,Normal
10590579.0,80.0,Normal
10590582.0,80.0,Normal
10590803.0,80.0,Normal
10590804.0,80.0,Normal
10590805.0,80.0,Normal
10590806.0,80.0,Normal
10590807.0,80.0,Normal
10590808.0,80.0,Normal
10591819.0,80.0,Normal
10591839.0,80.0,Normal
10591840.0,80.0,Normal
10592153.0,199.55,Normal
10592184.0,199.55000000000004,Normal
10592272.0,80.0,Normal
10592283.0,80.0,Normal
10592291.0,80.0,Normal
10592292.0,80.0,Normal
10592293.0,80.0,Normal
10592295.0,80.0,Normal
10592304.0,80.0,Normal
10592308.0,80.0,Normal
10592309.0,80.0,Normal
10592349.0,130.0,Normal
10592357.0,80.0,Normal
10592358.0,80.0,Normal
10592370.0,80.0,Normal
10592405.0,80.0,Normal
10592594.0,80.0,Normal
10593336.0,80.0,Normal
10593342.0,80.0,Normal
10593401.0,80.0,Normal
10593436.0,80.0,Normal
10593520.0,80.0,Normal
10593703.0,80.0,Normal
10593926.0,80.0,Normal
10594242.0,130.0,Normal
10594517.0,80.0,Normal
10594520.0,80.0,Normal
10594521.0,80.0,Normal
10594522.0,80.0,Normal
10594525.0,80.0,Normal
10594537.0,80.0,Normal
10594556.0,80.0,Normal
10594560.0,80.0,Normal
10594562.0,80.0,Normal
10595140.0,80.0,Normal
10595144.0,80.0,Normal
10595149.0,80.0,Normal
10595153.0,80.0,Normal
10595156.0,80.0,Normal
10595172.0,80.0,Normal
10595177.0,80.0,Normal
10595180.0,80.0,Normal
10595183.0,80.0,Normal
10595190.0,80.0,Normal
10595192.0,80.0,Normal
10595194.0,80.0,Normal
10595314.0,80.0,Normal
10595356.0,150.0,Normal
10595410.0,80.0,Normal
10595856.0,80.0,Normal
10595900.0,80.0,Normal
10596019.0,80.0,Normal
10596020.0,80.0,Normal
10596022.0,80.0,Normal
10596024.0,80.0,Normal
10596025.0,80.0,Normal
10596045.0,80.0,Normal
10596047.0,80.0,Normal
10596119.0,80.0,Normal
10596591.0,80.0,Normal
10596801.0,80.0,Normal
10596802.0,80.0,Normal
10596818.0,80.0,Normal
10596821.0,80.0,Normal
10596840.0,80.0,Normal
10596848.0,80.0,Normal
10596859.0,80.0,Normal
10596888.0,80.0,Normal
10597025.0,760.0,Outlier
10597148.0,80.0,Normal
10597150.0,80.0,Normal
10597151.0,80.0,Normal
10597152.0,80.0,Normal
10597154.0,80.0,Normal
10597156.0,80.0,Normal
10597157.0,80.0,Normal
10597159.0,80.0,Normal
10597160.0,80.0,Normal
10597161.0,80.0,Normal
10597163.0,80.0,Normal
10597177.0,80.0,Normal
10597179.0,80.0,Normal
10597827.0,80.0,Normal
10597828.0,80.0,Normal
10597830.0,80.0,Normal
10597831.0,80.0,Normal
10597833.0,80.0,Normal
10597834.0,80.0,Normal
10597835.0,80.0,Normal
10597837.0,80.0,Normal
10597839.0,80.0,Normal
10597842.0,80.0,Normal
10598568.0,80.0,Normal
10598602.0,80.0,Normal
10598610.0,80.0,Normal
10598643.0,80.0,Normal
10598998.0,80.0,Normal
10599000.0,80.0,Normal
10599022.0,130.0,Normal
10599069.0,130.0,Normal
10599294.0,80.0,Normal
10599310.0,80.0,Normal
10599314.0,80.0,Normal
10599318.0,80.0,Normal
10599319.0,80.0,Normal
10599510.0,80.0,Normal
10599511.0,80.0,Normal
10599512.0,80.0,Normal
10599513.0,80.0,Normal
10599626.0,120.0,Normal
10599702.0,120.0,Normal
10599714.0,80.0,Normal
10599715.0,80.0,Normal
10599720.0,120.0,Normal
10599727.0,80.0,Normal
10599730.0,80.0,Normal
10599731.0,80.0,Normal
10599738.0,80.0,Normal
10599742.0,80.0,Normal
10599743.0,80.0,Normal
10599755.0,80.0,Normal
10599759.0,80.0,Normal
10599760.0,120.0,Normal
10599939.0,84.0,Normal
10600044.0,80.0,Normal
10600296.0,80.0,Normal
10601496.0,80.0,Normal
10601693.0,80.0,Normal
10601705.0,80.0,Normal
10601706.0,80.0,Normal
10601712.0,80.0,Normal
10601713.0,80.0,Normal
10601877.0,80.0,Normal
10601965.0,80.0,Normal
10602444.0,80.0,Normal
10602451.0,80.0,Normal
10602454.0,80.0,Normal
10602580.0,80.0,Normal
10602583.0,80.0,Normal
10602587.0,80.0,Normal
10602589.0,80.0,Normal
10602593.0,80.0,Normal
10602595.0,80.0,Normal
10602598.0,80.0,Normal
10602601.0,80.0,Normal
10602604.0,80.0,Normal
10602607.0,80.0,Normal
10602613.0,80.0,Normal
10602772.0,80.0,Normal
10602800.0,80.0,Normal
10603296.0,80.0,Normal
10603746.0,80.0,Normal
10603748.0,80.0,Normal
10603797.0,80.0,Normal
10603798.0,80.0,Normal
10603825.0,80.0,Normal
10603846.0,80.0,Normal
10603848.0,80.0,Normal
10603886.0,80.0,Normal
10603887.0,80.0,Normal
10603892.0,80.0,Normal
10604077.0,80.0,Normal
10604078.0,80.0,Normal
10604080.0,80.0,Normal
10604082.0,80.0,Normal
10604224.0,80.0,Normal
10604451.0,80.0,Normal
10604513.0,80.0,Normal
10604518.0,80.0,Normal
10604519.0,80.0,Normal
10604520.0,80.0,Normal
10604935.0,80.0,Normal
10604936.0,80.0,Normal
10604962.0,80.0,Normal
10605658.0,80.0,Normal
10605659.0,80.0,Normal
10605805.0,80.0,Normal
10605812.0,80.0,Normal
10605815.0,80.0,Normal
10605988.0,80.0,Normal
10605990.0,80.0,Normal
10605992.0,80.0,Normal
10605995.0,80.0,Normal
10606018.0,80.0,Normal
10606022.0,80.0,Normal
10606108.0,80.0,Normal
10606321.0,80.0,Normal
10606408.0,190.0,Normal
10606435.0,80.0,Normal
10606658.0,80.0,Normal
10606659.0,80.0,Normal
10606699.0,80.0,Normal
10606700.0,80.0,Normal
10606706.0,80.0,Normal
10606763.0,80.0,Normal
10607175.0,80.0,Normal
10607215.0,80.0,Normal
10607222.0,80.0,Normal
10607370.0,80.0,Normal
10607371.0,80.0,Normal
10607373.0,84.0,Normal
10607377.0,84.0,Normal
10607612.0,80.0,Normal
10607619.0,80.0,Normal
10607620.0,80.0,Normal
10607630.0,80.0,Normal
10607899.0,80.0,Normal
10608109.0,80.0,Normal
10608111.0,80.0,Normal
10608114.0,80.0,Normal
10608615.0,80.0,Normal
10608616.0,80.0,Normal
10608677.0,80.0,Normal
10608678.0,80.0,Normal
10609500.0,80.0,Normal
10609503.0,80.0,Normal
10610786.0,80.0,Normal
10610796.0,80.0,Normal
10610798.0,80.0,Normal
10610874.0,80.0,Normal
10610927.0,80.0,Normal
10611378.0,80.0,Normal
10611410.0,80.0,Normal
10611411.0,80.0,Normal
10611433.0,80.0,Normal
10611436.0,80.0,Normal
10611454.0,80.0,Normal
10611455.0,80.0,Normal
10612732.0,80.0,Normal
10612734.0,80.0,Normal
10612738.0,80.0,Normal
10612739.0,80.0,Normal
10612754.0,80.0,Normal
10612760.0,80.0,Normal
10612772.0,80.0,Normal
10612775.0,80.0,Normal
10612789.0,80.0,Normal
10612827.0,80.0,Normal
10612849.0,80.0,Normal
10612850.0,80.0,Normal
10612851.0,80.0,Normal
10612861.0,80.0,Normal
10612862.0,80.0,Normal
10612863.0,80.0,Normal
10612864.0,80.0,Normal
10612865.0,80.0,Normal
10612943.0,80.0,Normal
10613269.0,80.0,Normal
10613301.0,80.0,Normal
10613315.0,80.0,Normal
10613316.0,80.0,Normal
10613321.0,80.0,Normal
10613446.0,80.0,Normal
10613515.0,80.0,Normal
10613560.0,80.0,Normal
10613563.0,80.0,Normal
10613620.0,80.0,Normal
10613621.0,80.0,Normal
10613689.0,80.0,Normal
10613948.0,80.0,Normal
10614794.0,80.0,Normal
10614845.0,80.0,Normal
10614998.0,80.0,Normal
10615132.0,80.0,Normal
10615134.0,80.0,Normal
10615135.0,80.0,Normal
10615142.0,80.0,Normal
10615144.0,80.0,Normal
10615146.0,80.0,Normal
10615192.0,80.0,Normal
10615195.0,80.0,Normal
10615203.0,80.0,Normal
10615206.0,80.0,Normal
10615210.0,80.0,Normal
10616218.0,80.0,Normal
10617165.0,150.0,Normal
10617285.0,80.0,Normal
10617286.0,80.0,Normal
10617288.0,80.0,Normal
10617290.0,80.0,Normal
10617302.0,80.0,Normal
10617723.0,80.0,Normal
10617725.0,80.0,Normal
10617901.0,80.0,Normal
10618696.0,110.0,Normal
10618788.0,80.0,Normal
10618903.0,80.0,Normal
10618913.0,80.0,Normal
10618915.0,80.0,Normal
10618917.0,80.0,Normal
10618986.0,80.0,Normal
10619001.0,80.0,Normal
10619020.0,80.0,Normal
10619038.0,80.0,Normal
10619041.0,80.0,Normal
10619043.0,80.0,Normal
10619044.0,80.0,Normal
10619048.0,199.55,Normal
10619050.0,80.0,Normal
10619066.0,80.0,Normal
10619103.0,80.0,Normal
10619402.0,80.0,Normal
10619682.0,80.0,Normal
10619684.0,80.0,Normal
10619687.0,80.0,Normal
10619752.0,80.0,Normal
10619774.0,80.0,Normal
10619778.0,80.0,Normal
10619779.0,80.0,Normal
10619784.0,80.0,Normal
10619880.0,80.0,Normal
10619978.0,80.0,Normal
10619980.0,80.0,Normal
10619984.0,80.0,Normal
10619986.0,80.0,Normal
10619989.0,80.0,Normal
10619991.0,80.0,Normal
10620075.0,80.0,Normal
10620079.0,80.0,Normal
10620083.0,80.0,Normal
10620084.0,80.0,Normal
10620086.0,80.0,Normal
10620241.0,80.0,Normal
10620243.0,80.0,Normal
10620250.0,80.0,Normal
10620622.0,80.0,Normal
10620828.0,199.55,Normal
10620915.0,600.0,Outlier
10620930.0,80.0,Normal
10620945.0,80.0,Normal
10620950.0,80.0,Normal
10620953.0,80.0,Normal
10621340.0,84.0,Normal
10621342.0,84.0,Normal
10621343.0,84.0,Normal
10621350.0,84.0,Normal
10621806.0,80.0,Normal
10621810.0,80.0,Normal
10623077.0,80.0,Normal
10623406.0,980.0,Outlier
10623492.0,1680.0,Outlier
10623507.0,80.0,Normal
10623514.0,80.0,Normal
10623524.0,80.0,Normal
10624177.0,80.0,Normal
10624423.0,80.0,Normal
10624425.0,80.0,Normal
10624426.0,80.0,Normal
10625068.0,80.0,Normal
10625111.0,80.0,Normal
10625125.0,80.0,Normal
10625166.0,80.0,Normal
10625168.0,80.0,Normal
10625170.0,80.0,Normal
10625279.0,80.0,Normal
10625280.0,80.0,Normal
10625560.0,80.0,Normal
10625968.0,80.0,Normal
10625972.0,80.0,Normal
10625974.0,80.0,Normal
10626006.0,80.0,Normal
10626009.0,80.0,Normal
10626010.0,80.0,Normal
10626014.0,80.0,Normal
10626020.0,80.0,Normal
10626114.0,80.0,Normal
10626131.0,80.0,Normal
10626253.0,80.0,Normal
10626260.0,80.0,Normal
10626268.0,80.0,Normal
10626571.0,80.0,Normal
10627370.0,80.0,Normal
10627372.0,80.0,Normal
10627378.0,80.0,Normal
10627390.0,80.0,Normal
10627402.0,110.0,Normal
10627414.0,80.0,Normal
10627418.0,80.0,Normal
10627419.0,80.0,Normal
10627427.0,80.0,Normal
10627428.0,80.0,Normal
10627436.0,80.0,Normal
10627438.0,80.0,Normal
10627440.0,80.0,Normal
10628114.0,80.0,Normal
10628170.0,80.0,Normal
10628767.0,80.0,Normal
10628808.0,80.0,Normal
10628849.0,80.0,Normal
10629043.0,80.0,Normal
10629045.0,80.0,Normal
10629049.0,80.0,Normal
10629058.0,80.0,Normal
10629267.0,80.0,Normal
10629542.0,110.0,Normal
10629555.0,80.0,Normal
10629560.0,80.0,Normal
10629563.0,80.0,Normal
10629564.0,80.0,Normal
10629591.0,80.0,Normal
10629592.0,80.0,Normal
10629593.0,80.0,Normal
10629595.0,80.0,Normal
10629598.0,80.0,Normal
10629605.0,80.0,Normal
10629606.0,80.0,Normal
10629624.0,80.0,Normal
10629634.0,80.0,Normal
10629635.0,80.0,Normal
10630197.0,90.0,Normal
10630200.0,80.0,Normal
10630201.0,80.0,Normal
10630206.0,80.0,Normal
10630207.0,80.0,Normal
10630222.0,80.0,Normal
10630224.0,80.0,Normal
10630241.0,80.0,Normal
10630483.0,80.0,Normal
10630485.0,80.0,Normal
10630622.0,80.0,Normal
10630623.0,80.0,Normal
10631948.0,80.0,Normal
10631950.0,80.0,Normal
10631979.0,80.0,Normal
10632016.0,80.0,Normal
10632017.0,80.0,Normal
10632056.0,80.0,Normal
10632389.0,80.0,Normal
10632392.0,80.0,Normal
10632396.0,80.0,Normal
10632534.0,80.0,Normal
10632537.0,80.0,Normal
10632607.0,80.0,Normal
10632612.0,80.0,Normal
10632616.0,80.0,Normal
10632727.0,80.0,Normal
10633054.0,80.0,Normal
10633088.0,80.0,Normal
10633089.0,80.0,Normal
10633362.0,80.0,Normal
10633368.0,80.0,Normal
10633382.0,80.0,Normal
10633383.0,80.0,Normal
10633577.0,130.0,Normal
10633611.0,80.0,Normal
10633639.0,80.0,Normal
10633656.0,130.0,Normal
10633934.0,80.0,Normal
10634243.0,80.0,Normal
10634248.0,80.0,Normal
10634253.0,80.0,Normal
10634257.0,80.0,Normal
10634259.0,80.0,Normal
10634264.0,80.0,Normal
10634271.0,80.0,Normal
10634297.0,130.0,Normal
10634329.0,130.0,Normal
10634340.0,130.0,Normal
10634431.0,80.0,Normal
10634461.0,80.0,Normal
10634501.0,80.0,Normal
10634508.0,80.0,Normal
10634562.0,80.0,Normal
10634966.0,80.0,Normal
10634972.0,80.0,Normal
10635001.0,80.0,Normal
10635090.0,80.0,Normal
10635437.0,80.0,Normal
10635545.0,80.0,Normal
10635549.0,80.0,Normal
10635582.0,80.0,Normal
10635584.0,80.0,Normal
10635590.0,230.0,Normal
10635603.0,80.0,Normal
10635612.0,80.0,Normal
10635626.0,80.0,Normal
10635627.0,80.0,Normal
10635629.0,80.0,Normal
10635637.0,80.0,Normal
10635664.0,100.0,Normal
10635772.0,80.0,Normal
10635773.0,80.0,Normal
10635964.0,80.0,Normal
10635965.0,80.0,Normal
10635976.0,80.0,Normal
10637032.0,199.55,Normal
10637545.0,199.55,Normal
10637667.0,80.0,Normal
10637670.0,80.0,Normal
10637672.0,80.0,Normal
10637674.0,80.0,Normal
10638233.0,80.0,Normal
10638239.0,80.0,Normal
10638543.0,80.0,Normal
10638544.0,80.0,Normal
10638545.0,80.0,Normal
10638546.0,80.0,Normal
10639299.0,80.0,Normal
10639376.0,80.0,Normal
10639379.0,80.0,Normal
10639380.0,80.0,Normal
10639384.0,80.0,Normal
10639389.0,80.0,Normal
10639396.0,80.0,Normal
10639403.0,80.0,Normal
10639736.0,80.0,Normal
10641005.0,84.0,Normal
10641007.0,84.0,Normal
10641514.0,80.0,Normal
10641616.0,80.0,Normal
10641618.0,80.0,Normal
10641620.0,80.0,Normal
10641674.0,80.0,Normal
10641723.0,80.0,Normal
10642013.0,80.0,Normal
10642015.0,80.0,Normal
10642052.0,80.0,Normal
10642169.0,80.0,Normal
10642619.0,80.0,Normal
10642650.0,80.0,Normal
10642651.0,80.0,Normal
10642976.0,80.0,Normal
10643067.0,120.0,Normal
10643083.0,80.0,Normal
10643088.0,80.0,Normal
10643091.0,80.0,Normal
10643193.0,80.0,Normal
10643194.0,80.0,Normal
10643195.0,80.0,Normal
10643266.0,80.0,Normal
10643309.0,80.0,Normal
10643312.0,80.0,Normal
10643315.0,80.0,Normal
10643316.0,80.0,Normal
10643656.0,80.0,Normal
10644024.0,80.0,Normal
10644027.0,80.0,Normal
10644434.0,80.0,Normal
10644446.0,80.0,Normal
10644447.0,80.0,Normal
10644473.0,80.0,Normal
10644478.0,80.0,Normal
10644482.0,80.0,Normal
10644543.0,80.0,Normal
10644555.0,80.0,Normal
10644792.0,120.0,Normal
10644831.0,120.0,Normal
10645072.0,120.0,Normal
10645372.0,80.0,Normal
10645615.0,120.0,Normal
10645646.0,80.0,Normal
10645648.0,80.0,Normal
10646329.0,80.0,Normal
10646334.0,80.0,Normal
10646338.0,80.0,Normal
10646504.0,80.0,Normal
10646507.0,80.0,Normal
10647238.0,80.0,Normal
10647239.0,130.0,Normal
10647241.0,80.0,Normal
10647267.0,130.0,Normal
10647351.0,130.0,Normal
10649285.0,80.0,Normal
10649288.0,80.0,Normal
10649292.0,80.0,Normal
10649338.0,80.0,Normal
10649348.0,80.0,Normal
10649360.0,80.0,Normal
10649525.0,80.0,Normal
10649563.0,80.0,Normal
10649924.0,80.0,Normal
10650035.0,80.0,Normal
10650042.0,80.0,Normal
10650049.0,80.0,Normal
10650672.0,80.0,Normal
10650673.0,80.0,Normal
10650676.0,80.0,Normal
10650678.0,80.0,Normal
10650720.0,80.0,Normal
10650722.0,80.0,Normal
10650723.0,80.0,Normal
10650724.0,80.0,Normal
10650751.0,80.0,Normal
10650757.0,80.0,Normal
10651768.0,80.0,Normal
10651771.0,80.0,Normal
10651773.0,80.0,Normal
10651775.0,80.0,Normal
10652586.0,80.0,Normal
10652588.0,80.0,Normal
10652592.0,80.0,Normal
10652714.0,80.0,Normal
10652716.0,80.0,Normal
10652918.0,80.0,Normal
10653016.0,80.0,Normal
10653859.0,80.0,Normal
10653860.0,80.0,Normal
10653902.0,120.0,Normal
10653903.0,80.0,Normal
10653990.0,80.0,Normal
10654000.0,80.0,Normal
10654004.0,80.0,Normal
10654011.0,80.0,Normal
10654015.0,80.0,Normal
10654018.0,80.0,Normal
10654025.0,80.0,Normal
10654030.0,80.0,Normal
10654035.0,80.0,Normal
10654041.0,80.0,Normal
10654047.0,80.0,Normal
10654048.0,80.0,Normal
10654066.0,80.0,Normal
10654079.0,80.0,Normal
10654094.0,80.0,Normal
10654138.0,80.0,Normal
10654327.0,130.0,Normal
10654425.0,130.0,Normal
10654470.0,80.0,Normal
10654473.0,80.0,Normal
10654475.0,80.0,Normal
10654573.0,202.25,Normal
10654602.0,202.25,Normal
10654642.0,80.0,Normal
10654643.0,80.0,Normal
10654698.0,80.0,Normal
10654721.0,80.0,Normal
10654722.0,80.0,Normal
10654983.0,80.0,Normal
10654985.0,80.0,Normal
10654989.0,80.0,Normal
10654990.0,80.0,Normal
10654995.0,80.0,Normal
10655000.0,80.0,Normal
10655008.0,80.0,Normal
10655260.0,80.0,Normal
10655264.0,80.0,Normal
10655275.0,80.0,Normal
10655538.0,80.0,Normal
10655540.0,80.0,Normal
10655541.0,80.0,Normal
10655542.0,80.0,Normal
10655704.0,190.0,Normal
10655731.0,80.0,Normal
10655732.0,80.0,Normal
10655734.0,80.0,Normal
10655818.0,80.0,Normal
10655820.0,80.0,Normal
10655821.0,80.0,Normal
10655822.0,80.0,Normal
10655824.0,80.0,Normal
10655825.0,80.0,Normal
10655826.0,80.0,Normal
10655827.0,80.0,Normal
10655828.0,80.0,Normal
10655830.0,80.0,Normal
10655931.0,80.0,Normal
10655933.0,80.0,Normal
10655950.0,80.0,Normal
10655991.0,80.0,Normal
10656577.0,80.0,Normal
10656581.0,80.0,Normal
10656845.0,80.0,Normal
10656846.0,80.0,Normal
10656853.0,80.0,Normal
